               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 312,            0.021386,            0.010546,           0.0031621,             0.84222,             0.74835,             0.82851,             0.48272,            0.029744,           0.0051236,           0.0068334,           0.0092303,           0.0092303,           0.0092303
                 313,             0.02113,            0.010887,           0.0035444,             0.80411,              0.7794,             0.82168,             0.48362,             0.02998,           0.0051448,           0.0065723,           0.0092278,           0.0092278,           0.0092278
                 314,            0.020504,            0.010831,            0.003398,             0.71732,             0.83083,             0.81889,             0.48136,             0.02865,           0.0051668,            0.006003,           0.0092253,           0.0092253,           0.0092253
                 315,            0.021074,            0.011229,           0.0037929,             0.77108,             0.79058,             0.82034,             0.49578,             0.02787,            0.005178,           0.0062593,           0.0092229,           0.0092229,           0.0092229
                 316,             0.02077,            0.010706,           0.0032427,             0.77732,             0.79484,             0.83615,             0.50309,            0.027785,            0.005368,           0.0075531,           0.0092204,           0.0092204,           0.0092204
                 317,            0.020855,             0.01067,           0.0029304,             0.83496,              0.7686,             0.85309,             0.51054,             0.02806,           0.0053461,           0.0055893,           0.0092179,           0.0092179,           0.0092179
                 318,            0.020026,            0.010538,           0.0023448,             0.86106,             0.75512,             0.85471,             0.50452,            0.028341,           0.0051148,           0.0053947,           0.0092154,           0.0092154,           0.0092154
                 319,            0.020143,            0.010243,           0.0026626,             0.77822,             0.84704,             0.86051,             0.51493,            0.028116,           0.0051215,            0.005195,           0.0092129,           0.0092129,           0.0092129
                 320,            0.019835,            0.010522,           0.0027734,             0.81066,             0.82875,             0.85725,             0.50787,            0.027572,           0.0052121,           0.0050261,           0.0092105,           0.0092105,           0.0092105
                 321,            0.020783,            0.011197,           0.0035808,             0.77864,             0.79245,             0.82369,             0.49216,            0.027678,           0.0052083,            0.006435,            0.009208,            0.009208,            0.009208
                 322,            0.021379,            0.010822,           0.0032861,             0.77772,             0.76663,             0.79553,             0.49005,            0.027845,            0.005101,           0.0076412,           0.0092055,           0.0092055,           0.0092055
                 323,            0.021228,            0.010995,           0.0034366,             0.74706,             0.78814,             0.79245,             0.48675,            0.028342,           0.0051706,           0.0085625,           0.0092031,           0.0092031,           0.0092031
                 324,            0.019694,            0.010642,           0.0031403,             0.76053,             0.78563,             0.80677,             0.48316,            0.029392,           0.0051167,           0.0085582,           0.0092006,           0.0092006,           0.0092006
                 325,            0.020038,            0.010502,            0.002576,             0.71477,             0.82941,             0.79762,             0.47493,            0.029814,           0.0051739,           0.0090142,           0.0091981,           0.0091981,           0.0091981
                 326,            0.021013,              0.0107,           0.0032122,             0.74433,             0.75874,             0.78965,             0.47295,            0.029411,           0.0051997,           0.0093839,           0.0091956,           0.0091956,           0.0091956
                 327,            0.020415,            0.010649,           0.0028705,             0.73194,              0.7902,             0.77682,             0.46572,            0.029124,            0.005384,           0.0083579,           0.0091932,           0.0091932,           0.0091932
                 328,            0.020555,            0.010709,           0.0028908,             0.71628,             0.81647,             0.78902,             0.48101,            0.027894,            0.005409,           0.0082223,           0.0091907,           0.0091907,           0.0091907
                 329,            0.019916,            0.010627,            0.003546,             0.71849,             0.80917,             0.80464,             0.49096,            0.027542,           0.0054858,           0.0091919,           0.0091882,           0.0091882,           0.0091882
                 330,            0.020686,            0.010522,           0.0037662,             0.72735,             0.81379,             0.80864,              0.4923,            0.026525,             0.00561,            0.012269,           0.0091857,           0.0091857,           0.0091857
                 331,            0.021419,            0.010834,           0.0033011,             0.76769,             0.75198,             0.82108,             0.49241,            0.026379,           0.0057247,             0.01354,           0.0091833,           0.0091833,           0.0091833
                 332,              0.0207,            0.011222,           0.0034159,             0.74186,             0.80406,             0.79982,             0.48314,            0.027578,           0.0057309,            0.014337,           0.0091808,           0.0091808,           0.0091808
                 333,            0.020163,            0.011068,           0.0033659,             0.77435,             0.82209,             0.81868,             0.48499,            0.028043,           0.0054731,            0.013744,           0.0091783,           0.0091783,           0.0091783
                 334,            0.020732,            0.010629,            0.002806,             0.77431,             0.80256,             0.82737,             0.48604,            0.028504,            0.005367,            0.014303,           0.0091758,           0.0091758,           0.0091758
                 335,            0.020203,            0.010342,           0.0031127,               0.795,             0.80435,             0.81697,              0.4759,            0.028573,           0.0054162,            0.016798,           0.0091734,           0.0091734,           0.0091734
                 336,            0.020801,            0.011054,           0.0028302,             0.77226,             0.81365,             0.81049,              0.4771,            0.027479,            0.005518,            0.021725,           0.0091709,           0.0091709,           0.0091709
                 337,             0.02093,            0.010397,           0.0029252,             0.76575,             0.79213,              0.8084,             0.46989,             0.02762,           0.0054796,            0.022057,           0.0091684,           0.0091684,           0.0091684
                 338,            0.020883,             0.01068,           0.0028448,             0.78252,             0.76227,             0.79468,             0.46236,              0.0277,           0.0054669,            0.011696,           0.0091659,           0.0091659,           0.0091659
                 339,            0.020724,            0.010659,           0.0026253,             0.79559,              0.7491,             0.80483,             0.46882,            0.027716,           0.0055509,            0.010139,           0.0091635,           0.0091635,           0.0091635
                 340,            0.021052,            0.010628,           0.0027515,             0.76939,             0.77246,             0.79595,             0.47538,            0.028094,           0.0055435,           0.0098582,            0.009161,            0.009161,            0.009161
                 341,            0.020416,            0.010712,           0.0028592,             0.75371,             0.79774,             0.81839,             0.48077,            0.028166,            0.005527,           0.0084271,           0.0091585,           0.0091585,           0.0091585
                 342,            0.020682,            0.010619,           0.0033304,             0.77714,             0.77092,             0.81319,              0.4778,            0.028099,           0.0054884,           0.0080594,            0.009156,            0.009156,            0.009156
                 343,            0.020297,            0.010416,           0.0027289,             0.80249,             0.75636,             0.81331,             0.47954,            0.027781,           0.0053728,           0.0074727,           0.0091535,           0.0091535,           0.0091535
                 344,            0.021029,            0.010782,           0.0040056,             0.78595,             0.81773,             0.82986,             0.48614,            0.027197,           0.0053172,            0.007277,           0.0091511,           0.0091511,           0.0091511
                 345,            0.019793,            0.010416,           0.0029303,             0.76719,             0.81164,             0.81957,             0.48426,            0.026905,           0.0052619,           0.0069456,           0.0091486,           0.0091486,           0.0091486
                 346,            0.020478,            0.010603,           0.0035062,             0.76712,             0.80878,              0.8303,             0.48871,            0.028012,           0.0053167,            0.007274,           0.0091461,           0.0091461,           0.0091461
                 347,            0.020867,            0.010467,            0.002302,             0.74249,             0.80071,             0.81249,             0.48937,            0.027448,           0.0054405,           0.0075914,           0.0091436,           0.0091436,           0.0091436
                 348,            0.020712,            0.010505,           0.0023618,             0.71216,             0.80735,             0.81509,             0.48099,            0.027457,           0.0055354,           0.0075704,           0.0091412,           0.0091412,           0.0091412
                 349,            0.020047,            0.010277,            0.003106,             0.71973,             0.78209,             0.81484,             0.47936,            0.026748,           0.0057015,           0.0076658,           0.0091387,           0.0091387,           0.0091387
                 350,            0.020577,            0.010414,           0.0028785,             0.78367,             0.74288,             0.81766,              0.4953,            0.026247,           0.0057392,            0.010641,           0.0091362,           0.0091362,           0.0091362
                 351,            0.020048,            0.010216,           0.0027751,             0.78864,             0.79503,             0.82559,             0.48422,            0.026918,           0.0056798,            0.020384,           0.0091337,           0.0091337,           0.0091337
                 352,            0.019818,            0.010513,           0.0023886,             0.77145,             0.81052,             0.82631,             0.47724,            0.027487,           0.0057151,            0.016571,           0.0091313,           0.0091313,           0.0091313
                 353,            0.020699,            0.010226,           0.0029983,             0.77286,             0.82144,              0.8406,             0.48774,            0.028356,           0.0055676,            0.013781,           0.0091288,           0.0091288,           0.0091288
                 354,            0.020413,            0.010718,           0.0034091,             0.84903,             0.79394,             0.85688,             0.49316,            0.028444,           0.0054357,           0.0079296,           0.0091263,           0.0091263,           0.0091263
                 355,            0.020773,             0.01044,            0.002214,             0.82358,             0.76535,             0.83824,             0.49607,            0.027968,           0.0054412,           0.0075331,           0.0091239,           0.0091239,           0.0091239
                 356,            0.020459,            0.010236,           0.0024566,             0.85804,             0.74281,             0.84592,             0.50238,            0.027665,           0.0054774,           0.0071568,           0.0091214,           0.0091214,           0.0091214
                 357,            0.020256,            0.010201,           0.0036972,              0.8836,             0.75042,             0.86943,             0.51429,            0.027603,           0.0054903,           0.0069446,           0.0091189,           0.0091189,           0.0091189
                 358,            0.020198,            0.010428,           0.0034482,              0.8752,             0.74086,             0.86089,             0.51288,            0.027625,           0.0055089,           0.0073767,           0.0091164,           0.0091164,           0.0091164
                 359,            0.020641,            0.010383,           0.0030081,             0.80356,             0.80917,             0.85406,             0.50651,            0.027951,           0.0055504,           0.0078598,           0.0091139,           0.0091139,           0.0091139
                 360,            0.020138,             0.01075,           0.0031465,              0.7828,             0.80545,                0.85,             0.50137,            0.028217,           0.0055707,           0.0083679,           0.0091115,           0.0091115,           0.0091115
                 361,            0.019949,            0.010564,           0.0025888,              0.7898,             0.82347,             0.85354,              0.5065,            0.028255,           0.0056019,            0.011124,            0.009109,            0.009109,            0.009109
                 362,            0.019647,            0.010195,           0.0022483,             0.78968,             0.80968,             0.86377,             0.51314,            0.028135,           0.0056291,            0.014653,           0.0091065,           0.0091065,           0.0091065
                 363,            0.020322,            0.010298,           0.0032181,             0.81056,              0.8077,             0.86993,             0.51987,            0.027696,           0.0056765,            0.010824,           0.0091041,           0.0091041,           0.0091041
                 364,            0.019882,             0.01064,           0.0025934,             0.85077,             0.78766,             0.86579,             0.52034,            0.026899,            0.005656,            0.010432,           0.0091016,           0.0091016,           0.0091016
                 365,            0.020669,            0.010502,           0.0028495,             0.78705,               0.802,             0.85189,             0.51074,            0.026346,           0.0056221,             0.01469,           0.0090991,           0.0090991,           0.0090991
                 366,            0.020534,            0.010484,           0.0026257,             0.79476,             0.80858,             0.85933,             0.52513,            0.026668,           0.0054984,            0.013399,           0.0090966,           0.0090966,           0.0090966
                 367,            0.020693,            0.010491,           0.0025561,             0.73303,              0.8362,             0.84917,             0.51967,            0.026701,           0.0054698,            0.012492,           0.0090942,           0.0090942,           0.0090942
                 368,             0.01957,            0.010578,           0.0023451,             0.80069,             0.78564,             0.85287,             0.51817,            0.026548,           0.0054655,           0.0079731,           0.0090917,           0.0090917,           0.0090917
                 369,            0.019822,            0.010185,           0.0024339,             0.77539,             0.79834,             0.86276,             0.51387,            0.026368,           0.0054109,            0.007026,           0.0090892,           0.0090892,           0.0090892
                 370,            0.020447,             0.01007,           0.0029301,             0.77173,               0.819,             0.86811,             0.51389,            0.026901,           0.0054541,           0.0065759,           0.0090867,           0.0090867,           0.0090867
                 371,            0.020006,            0.010217,           0.0029414,              0.7549,             0.83454,              0.8689,             0.51609,             0.02716,           0.0054369,           0.0070245,           0.0090843,           0.0090843,           0.0090843
                 372,            0.019353,            0.010653,           0.0028793,             0.73821,             0.85246,             0.86153,              0.5204,            0.027279,           0.0053904,           0.0074713,           0.0090818,           0.0090818,           0.0090818
                 373,            0.019751,            0.010434,           0.0028119,             0.75162,             0.84881,             0.87072,             0.52455,            0.027568,           0.0052717,           0.0067828,           0.0090793,           0.0090793,           0.0090793
                 374,            0.019888,            0.010353,           0.0030681,             0.76375,              0.8897,             0.88349,             0.52538,            0.027532,            0.005214,           0.0061475,           0.0090768,           0.0090768,           0.0090768
                 375,            0.020316,            0.010464,           0.0022924,             0.75227,             0.84067,             0.86747,             0.51838,            0.027168,           0.0052857,           0.0060061,           0.0090744,           0.0090744,           0.0090744
                 376,            0.019411,            0.010349,           0.0031769,             0.77041,             0.78472,              0.8498,             0.51296,            0.027088,           0.0053458,           0.0063915,           0.0090719,           0.0090719,           0.0090719
                 377,             0.02028,            0.010557,           0.0030734,             0.76703,              0.7673,             0.84167,             0.50181,            0.027367,           0.0053711,           0.0073179,           0.0090694,           0.0090694,           0.0090694
                 378,            0.020209,            0.010589,           0.0021932,             0.69599,             0.83506,             0.83211,             0.49822,            0.027297,           0.0053792,           0.0091599,           0.0090669,           0.0090669,           0.0090669
                 379,            0.020089,            0.010306,           0.0019776,             0.70821,             0.86157,             0.84276,             0.50507,            0.027628,           0.0053709,           0.0090488,           0.0090644,           0.0090644,           0.0090644
                 380,            0.019321,            0.010234,           0.0025791,             0.70633,             0.86575,             0.84736,              0.5119,            0.027463,           0.0053124,           0.0070049,            0.009062,            0.009062,            0.009062
                 381,            0.019608,           0.0099671,           0.0026762,             0.75997,             0.84789,             0.86496,             0.52094,            0.027715,           0.0051916,           0.0062513,           0.0090595,           0.0090595,           0.0090595
                 382,            0.019139,            0.010164,           0.0028291,             0.81319,             0.82869,             0.86846,             0.51775,            0.027779,           0.0052102,            0.006452,            0.009057,            0.009057,            0.009057
                 383,            0.019761,            0.010051,           0.0025318,             0.80279,             0.83525,             0.86874,             0.51839,            0.027837,           0.0053029,            0.006925,           0.0090545,           0.0090545,           0.0090545
                 384,            0.020284,            0.010042,           0.0021057,             0.82591,             0.83231,             0.87329,             0.52083,            0.027843,           0.0052805,           0.0070895,           0.0090521,           0.0090521,           0.0090521
                 385,            0.019919,             0.01028,           0.0023337,             0.82983,             0.83818,             0.87407,              0.5134,            0.027829,           0.0053442,           0.0064568,           0.0090496,           0.0090496,           0.0090496
                 386,            0.020566,            0.010799,           0.0029723,             0.83342,             0.80634,             0.86153,              0.5104,            0.027542,           0.0053627,           0.0064599,           0.0090471,           0.0090471,           0.0090471
                 387,            0.021244,            0.010673,            0.003904,             0.77009,             0.85002,              0.8611,             0.50841,            0.027649,           0.0054083,           0.0061832,           0.0090446,           0.0090446,           0.0090446
                 388,            0.020874,            0.010888,           0.0037306,             0.82156,             0.82319,             0.86046,             0.50541,            0.027692,            0.005439,           0.0060081,           0.0090422,           0.0090422,           0.0090422
                 389,            0.020202,            0.010829,           0.0028623,             0.82435,              0.7612,             0.85335,             0.50703,            0.027513,           0.0054641,            0.005609,           0.0090397,           0.0090397,           0.0090397
                 390,            0.019265,            0.010198,           0.0035567,             0.79864,             0.77498,             0.84784,              0.5041,            0.027284,           0.0054214,            0.005486,           0.0090372,           0.0090372,           0.0090372
                 391,             0.01999,            0.010325,           0.0033391,             0.74142,             0.84686,             0.83671,             0.50469,            0.027112,            0.005398,           0.0061592,           0.0090347,           0.0090347,           0.0090347
                 392,            0.020007,            0.010695,           0.0029008,             0.76573,             0.81426,             0.82863,             0.50095,            0.026978,           0.0053484,           0.0072478,           0.0090323,           0.0090323,           0.0090323
                 393,            0.019099,            0.010119,           0.0022715,             0.75417,             0.80418,             0.82719,             0.49958,            0.026391,            0.005295,           0.0083287,           0.0090298,           0.0090298,           0.0090298
                 394,            0.019553,            0.010007,           0.0027492,             0.75534,             0.82772,             0.82395,             0.49756,            0.026539,           0.0052817,           0.0089018,           0.0090273,           0.0090273,           0.0090273
                 395,             0.01964,            0.010137,           0.0022954,             0.76222,             0.85146,              0.8253,             0.50421,            0.026712,           0.0053065,           0.0095335,           0.0090248,           0.0090248,           0.0090248
                 396,            0.019586,            0.010163,           0.0031975,              0.7656,             0.84591,             0.82322,             0.50562,            0.026569,           0.0053332,           0.0097263,           0.0090224,           0.0090224,           0.0090224
                 397,            0.019808,            0.010033,           0.0026382,             0.76193,             0.82222,             0.83277,             0.50815,            0.026136,           0.0053775,            0.010007,           0.0090199,           0.0090199,           0.0090199
                 398,            0.020517,            0.010322,           0.0028315,             0.75004,              0.8306,             0.83002,             0.50504,              0.0258,           0.0054359,            0.011436,           0.0090174,           0.0090174,           0.0090174
                 399,            0.019615,            0.010007,           0.0023039,             0.76731,             0.78803,             0.81572,              0.4973,            0.025793,           0.0055549,             0.01171,           0.0090149,           0.0090149,           0.0090149
                 400,            0.020038,            0.010414,           0.0033535,              0.7424,             0.82917,             0.81241,             0.49344,            0.026211,            0.005559,             0.01088,           0.0090125,           0.0090125,           0.0090125
                 401,            0.020023,            0.010519,           0.0031197,             0.74132,             0.82405,             0.81586,             0.49473,            0.026364,           0.0055411,            0.010058,             0.00901,             0.00901,             0.00901
                 402,            0.019946,           0.0098946,           0.0022168,             0.72305,              0.8382,             0.81458,             0.49054,            0.026808,           0.0055838,           0.0092598,           0.0090075,           0.0090075,           0.0090075
                 403,            0.020543,            0.010032,           0.0022715,             0.73404,             0.82305,             0.81596,             0.49578,             0.02709,           0.0056026,           0.0090733,           0.0090051,           0.0090051,           0.0090051
                 404,            0.019836,            0.010015,           0.0032238,             0.76756,             0.82341,             0.83603,             0.49693,            0.027331,            0.005578,           0.0082632,           0.0090026,           0.0090026,           0.0090026
                 405,            0.020121,            0.010251,           0.0022693,             0.75167,             0.83793,              0.8362,             0.49318,            0.027501,           0.0055454,           0.0082385,           0.0090001,           0.0090001,           0.0090001
                 406,            0.020031,            0.010059,           0.0024198,              0.7474,             0.83997,             0.84408,             0.49845,            0.027394,           0.0055478,           0.0079764,           0.0089976,           0.0089976,           0.0089976
                 407,            0.019975,             0.01028,           0.0027997,             0.75115,             0.83892,             0.84812,             0.50583,            0.027141,           0.0055408,            0.007972,           0.0089952,           0.0089952,           0.0089952
                 408,            0.019439,            0.010177,           0.0029188,             0.78202,             0.80585,             0.84004,             0.50278,            0.026833,           0.0055544,           0.0084961,           0.0089927,           0.0089927,           0.0089927
                 409,            0.020018,           0.0099488,            0.002597,             0.78621,              0.7659,             0.83583,             0.50782,            0.026477,           0.0056317,           0.0096508,           0.0089902,           0.0089902,           0.0089902
                 410,            0.021204,            0.010615,           0.0031646,              0.8173,             0.74897,             0.84025,             0.50729,            0.026226,            0.005651,             0.00928,           0.0089877,           0.0089877,           0.0089877
                 411,            0.019668,            0.010138,           0.0019556,             0.82191,             0.76557,             0.84901,             0.51072,            0.026161,            0.005657,           0.0088726,           0.0089853,           0.0089853,           0.0089853
                 412,            0.019327,           0.0099733,           0.0020432,             0.83877,             0.74304,             0.84993,             0.51201,            0.026102,           0.0057008,           0.0084881,           0.0089828,           0.0089828,           0.0089828
                 413,            0.020049,            0.010209,           0.0023144,             0.79623,             0.76678,              0.8393,             0.51602,            0.025972,           0.0057397,            0.008757,           0.0089803,           0.0089803,           0.0089803
                 414,            0.019742,            0.010117,           0.0026055,             0.81945,             0.77031,             0.85376,             0.52267,            0.026102,           0.0056701,           0.0096188,           0.0089778,           0.0089778,           0.0089778
                 415,            0.019532,            0.010225,           0.0022624,             0.80798,             0.79266,             0.85999,             0.53474,            0.026147,           0.0055203,            0.012278,           0.0089753,           0.0089753,           0.0089753
                 416,            0.019185,            0.010222,           0.0024207,             0.85558,             0.74306,             0.85954,             0.53502,            0.026275,           0.0054526,            0.012996,           0.0089729,           0.0089729,           0.0089729
                 417,            0.019952,            0.010185,           0.0021284,             0.78369,             0.81349,             0.85561,             0.53535,            0.026194,            0.005425,            0.012849,           0.0089704,           0.0089704,           0.0089704
                 418,            0.019769,            0.009635,             0.00204,              0.8184,             0.79728,             0.86278,             0.53148,             0.02644,           0.0053964,            0.012115,           0.0089679,           0.0089679,           0.0089679
                 419,            0.019134,           0.0097663,           0.0026466,             0.76053,             0.83859,             0.86043,             0.52336,            0.026425,           0.0053968,           0.0095558,           0.0089654,           0.0089654,           0.0089654
                 420,            0.019838,            0.010131,           0.0023432,              0.8063,             0.79201,             0.84222,             0.51934,            0.026536,           0.0053933,           0.0085419,            0.008963,            0.008963,            0.008963
                 421,            0.019981,           0.0096587,           0.0021643,              0.7794,             0.81412,             0.83811,             0.52215,            0.026656,           0.0053973,            0.008111,           0.0089605,           0.0089605,           0.0089605
                 422,             0.02016,            0.010182,           0.0028067,             0.76808,             0.81174,             0.84705,             0.52845,            0.026513,           0.0053673,           0.0080023,            0.008958,            0.008958,            0.008958
                 423,            0.019204,            0.010096,           0.0036192,             0.74631,             0.82269,             0.82809,             0.52479,            0.026458,           0.0053039,           0.0080154,           0.0089555,           0.0089555,           0.0089555
                 424,            0.019171,           0.0097045,           0.0020445,             0.74949,             0.81575,             0.82918,             0.52121,            0.026487,           0.0052562,           0.0091244,           0.0089531,           0.0089531,           0.0089531
                 425,            0.019208,           0.0099371,           0.0025406,             0.76951,             0.80123,             0.83777,             0.52387,            0.026361,           0.0052876,            0.009874,           0.0089506,           0.0089506,           0.0089506
                 426,            0.020457,            0.010098,           0.0030622,             0.79742,             0.80123,             0.83891,             0.52797,            0.026263,           0.0053022,           0.0099907,           0.0089481,           0.0089481,           0.0089481
                 427,            0.019226,           0.0097592,           0.0025207,              0.8383,             0.77717,             0.83438,             0.52517,            0.025939,           0.0053275,            0.011556,           0.0089456,           0.0089456,           0.0089456
                 428,            0.019703,            0.010337,            0.002414,             0.82931,             0.78776,             0.83667,             0.52449,            0.026097,           0.0053339,            0.011948,           0.0089432,           0.0089432,           0.0089432
                 429,            0.018924,            0.010455,           0.0031915,              0.8435,             0.77488,             0.82885,             0.51695,            0.026295,           0.0053191,            0.013458,           0.0089407,           0.0089407,           0.0089407
                 430,            0.018965,            0.010104,           0.0028121,             0.81601,             0.82565,             0.83309,             0.51621,            0.026492,           0.0052688,            0.014957,           0.0089382,           0.0089382,           0.0089382
                 431,            0.019305,            0.009918,            0.002374,             0.80957,             0.82205,              0.8332,             0.51221,            0.026536,           0.0052507,            0.016232,           0.0089358,           0.0089358,           0.0089358
                 432,            0.019415,            0.010137,           0.0024594,             0.81282,             0.79302,             0.83187,             0.50337,            0.026505,           0.0052803,            0.016294,           0.0089333,           0.0089333,           0.0089333
                 433,            0.019877,            0.010065,           0.0024009,             0.80088,             0.78608,             0.83015,             0.50836,            0.026837,           0.0053039,            0.016859,           0.0089308,           0.0089308,           0.0089308
                 434,            0.019424,            0.010147,           0.0028051,             0.78911,             0.78284,             0.82582,             0.50351,             0.02713,           0.0053046,            0.016403,           0.0089283,           0.0089283,           0.0089283
                 435,            0.019535,            0.010164,           0.0026061,             0.79323,             0.77526,             0.83772,             0.51034,            0.026951,           0.0053051,            0.013467,           0.0089258,           0.0089258,           0.0089258
                 436,            0.019315,           0.0099137,           0.0022241,             0.79107,             0.78608,             0.83408,              0.5142,            0.026641,           0.0053244,            0.011694,           0.0089234,           0.0089234,           0.0089234
                 437,             0.01989,           0.0098228,           0.0022861,             0.80958,             0.76876,             0.83338,             0.51117,            0.026341,           0.0053718,            0.013583,           0.0089209,           0.0089209,           0.0089209
                 438,            0.019778,            0.010018,           0.0024937,             0.75277,             0.81067,             0.82669,             0.50929,            0.026237,           0.0054209,            0.014595,           0.0089184,           0.0089184,           0.0089184
                 439,            0.020429,            0.010379,           0.0025912,             0.76012,             0.81633,             0.82761,             0.50811,            0.026039,           0.0054207,            0.018447,           0.0089159,           0.0089159,           0.0089159
                 440,            0.020102,            0.010232,           0.0040618,             0.82553,             0.76761,             0.82967,             0.50545,            0.025875,           0.0054336,            0.020463,           0.0089135,           0.0089135,           0.0089135
                 441,            0.020095,            0.010533,           0.0029945,             0.83305,             0.77398,             0.83327,             0.50733,            0.025722,           0.0054018,            0.014862,            0.008911,            0.008911,            0.008911
                 442,            0.020141,            0.010509,           0.0027491,             0.78795,             0.79374,             0.83058,             0.50641,            0.025726,           0.0054295,            0.013572,           0.0089085,           0.0089085,           0.0089085
                 443,            0.018996,           0.0098916,           0.0020671,             0.81967,             0.76535,             0.83053,             0.51775,            0.025274,           0.0054505,            0.012363,           0.0089061,           0.0089061,           0.0089061
                 444,            0.019819,           0.0099517,           0.0021947,             0.77192,             0.82379,             0.83041,             0.51392,            0.025308,           0.0054665,            0.011945,           0.0089036,           0.0089036,           0.0089036
                 445,            0.018649,           0.0096968,           0.0018099,             0.76707,             0.81484,             0.83153,             0.50857,            0.025355,           0.0054498,            0.011767,           0.0089011,           0.0089011,           0.0089011
                 446,            0.019767,            0.010052,           0.0023181,             0.80031,             0.78539,             0.83357,             0.50838,            0.025416,           0.0054038,            0.013087,           0.0088986,           0.0088986,           0.0088986
                 447,            0.018988,           0.0099639,           0.0022537,             0.80632,             0.77642,             0.82538,             0.50905,            0.025454,           0.0053616,            0.015486,           0.0088962,           0.0088962,           0.0088962
                 448,            0.019767,           0.0099436,           0.0023658,             0.81574,             0.75869,             0.83318,             0.50747,             0.02574,           0.0053494,            0.016049,           0.0088937,           0.0088937,           0.0088937
                 449,            0.019308,            0.010227,           0.0022512,              0.7667,             0.81895,             0.83191,             0.50237,            0.026107,           0.0053763,            0.017242,           0.0088912,           0.0088912,           0.0088912
                 450,            0.019353,            0.010158,           0.0024559,              0.7706,             0.81588,             0.82468,             0.50276,            0.026092,            0.005363,            0.016214,           0.0088887,           0.0088887,           0.0088887
                 451,             0.01935,            0.010213,           0.0029671,             0.75716,             0.81729,             0.82661,             0.50999,            0.026037,           0.0053382,            0.014676,           0.0088863,           0.0088863,           0.0088863
                 452,            0.019359,             0.01009,           0.0031058,             0.76832,             0.82468,             0.83494,             0.50868,            0.026212,           0.0053205,            0.013612,           0.0088838,           0.0088838,           0.0088838
                 453,            0.019434,             0.01029,           0.0033061,             0.76865,              0.8171,             0.83127,             0.51223,            0.026246,            0.005342,            0.010174,           0.0088813,           0.0088813,           0.0088813
                 454,            0.019983,            0.010211,           0.0026187,             0.77875,             0.82737,             0.83311,             0.51059,            0.026444,           0.0053616,           0.0089264,           0.0088788,           0.0088788,           0.0088788
                 455,            0.019724,            0.010087,           0.0027649,             0.78988,              0.8249,             0.84031,             0.51203,            0.026545,           0.0053689,            0.008424,           0.0088763,           0.0088763,           0.0088763
                 456,            0.019578,           0.0098596,           0.0021261,             0.80522,             0.82528,             0.84026,             0.51614,            0.026243,           0.0053542,            0.008087,           0.0088739,           0.0088739,           0.0088739
                 457,            0.019824,           0.0099164,           0.0020914,             0.80742,             0.81371,             0.83815,             0.51829,             0.02587,           0.0053511,           0.0077042,           0.0088714,           0.0088714,           0.0088714
                 458,            0.019828,           0.0097461,           0.0020304,             0.82347,             0.80208,             0.83827,             0.52115,            0.025536,           0.0053732,           0.0076756,           0.0088689,           0.0088689,           0.0088689
                 459,            0.019135,           0.0097104,           0.0017909,             0.78398,             0.83188,             0.84087,             0.52284,            0.025325,           0.0053773,           0.0073992,           0.0088664,           0.0088664,           0.0088664
                 460,            0.018697,           0.0098287,           0.0019486,             0.81554,             0.81077,             0.84606,             0.52335,            0.025224,           0.0053418,            0.007053,            0.008864,            0.008864,            0.008864
                 461,            0.019301,           0.0098875,           0.0025533,             0.82182,             0.81121,              0.8512,             0.52051,             0.02532,           0.0053482,            0.007025,           0.0088615,           0.0088615,           0.0088615
                 462,            0.019162,            0.009906,            0.002552,             0.80694,             0.83099,             0.85043,             0.51758,            0.025413,           0.0053387,           0.0071754,            0.008859,            0.008859,            0.008859
                 463,            0.019475,            0.010238,            0.002537,             0.80028,             0.83518,             0.85931,             0.52228,            0.025532,           0.0052948,            0.007556,           0.0088565,           0.0088565,           0.0088565
                 464,            0.018439,            0.010081,           0.0025682,             0.78759,             0.83777,             0.85644,             0.52444,            0.025711,            0.005276,           0.0075019,           0.0088541,           0.0088541,           0.0088541
                 465,            0.019531,            0.010335,           0.0028052,              0.7954,             0.82404,             0.85909,             0.52531,            0.025619,           0.0052662,            0.007463,           0.0088516,           0.0088516,           0.0088516
                 466,            0.019782,            0.010205,           0.0027599,             0.81646,             0.81757,             0.86953,                0.53,            0.025529,           0.0052614,           0.0073088,           0.0088491,           0.0088491,           0.0088491
                 467,            0.019349,            0.010091,           0.0029058,             0.77593,              0.8676,             0.86729,             0.53169,            0.025499,           0.0052371,           0.0072598,           0.0088466,           0.0088466,           0.0088466
                 468,             0.01979,            0.010092,           0.0026092,             0.76596,              0.8713,              0.8667,             0.53221,            0.025566,           0.0052342,           0.0071334,           0.0088442,           0.0088442,           0.0088442
                 469,            0.019445,            0.010302,           0.0026572,             0.77026,             0.86123,             0.86602,             0.52589,            0.025874,           0.0052247,           0.0072041,           0.0088417,           0.0088417,           0.0088417
                 470,            0.019139,            0.010498,           0.0026525,             0.77483,             0.85262,             0.86892,             0.52886,            0.025932,           0.0052328,           0.0075554,           0.0088392,           0.0088392,           0.0088392
