               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.022645,            0.012005,           0.0043616,             0.63029,             0.73754,             0.70685,             0.39608,            0.028164,           0.0060434,            0.018006,           0.0096238,           0.0096238,           0.0096238
                 154,            0.024159,            0.012084,           0.0038367,              0.7418,             0.69537,             0.75212,             0.43434,            0.028978,           0.0055654,            0.016085,           0.0096213,           0.0096213,           0.0096213
                 155,             0.02322,            0.011858,           0.0035586,             0.79283,             0.70164,             0.78016,             0.44725,            0.029913,           0.0052595,            0.013661,           0.0096188,           0.0096188,           0.0096188
                 156,            0.023358,            0.011981,           0.0049003,             0.73561,             0.77811,             0.76021,             0.40817,            0.030305,           0.0055315,           0.0095272,           0.0096164,           0.0096164,           0.0096164
                 157,            0.023508,            0.012021,           0.0042398,             0.72522,             0.71967,             0.77139,             0.42246,            0.030535,           0.0054407,           0.0073551,           0.0096139,           0.0096139,           0.0096139
                 158,            0.023258,            0.011994,           0.0037383,             0.67459,              0.6847,             0.71207,             0.38911,            0.029518,           0.0061042,            0.011192,           0.0096114,           0.0096114,           0.0096114
                 159,            0.023768,             0.01172,           0.0035316,             0.74352,             0.69618,             0.74957,             0.41508,            0.028037,           0.0054774,            0.018347,            0.009609,            0.009609,            0.009609
                 160,            0.024226,            0.011868,           0.0038506,             0.73615,             0.68737,             0.75339,             0.40048,            0.029551,           0.0054629,            0.023744,           0.0096065,           0.0096065,           0.0096065
                 161,            0.023056,            0.011872,           0.0039848,             0.65838,             0.76082,              0.7339,             0.43082,            0.028307,           0.0055661,            0.027102,            0.009604,            0.009604,            0.009604
                 162,            0.023986,            0.011698,           0.0040654,             0.63099,             0.73304,             0.71738,             0.43453,            0.027741,           0.0060463,            0.011553,           0.0096015,           0.0096015,           0.0096015
                 163,            0.023257,            0.011953,           0.0043383,             0.65525,             0.76783,               0.762,             0.42065,             0.02851,           0.0053542,            0.010138,            0.009599,            0.009599,            0.009599
                 164,            0.023375,            0.011741,           0.0039863,             0.72642,             0.69877,             0.75414,             0.41897,            0.029403,           0.0053942,            0.024774,           0.0095966,           0.0095966,           0.0095966
                 165,            0.024066,            0.011872,           0.0035584,             0.74349,              0.7542,              0.7886,             0.45424,            0.028317,            0.005404,            0.011946,           0.0095941,           0.0095941,           0.0095941
                 166,            0.023485,            0.011896,           0.0043687,             0.72104,             0.71243,             0.74258,             0.42923,             0.02862,            0.005378,            0.016324,           0.0095916,           0.0095916,           0.0095916
                 167,            0.023444,            0.011704,            0.003674,              0.7145,             0.74306,             0.76098,             0.43208,            0.028164,           0.0055497,           0.0099667,           0.0095892,           0.0095892,           0.0095892
                 168,             0.02288,            0.011798,            0.004617,             0.66825,             0.75667,             0.72093,             0.41024,            0.026258,             0.00563,            0.016015,           0.0095867,           0.0095867,           0.0095867
                 169,            0.024244,               0.012,           0.0038756,             0.68564,             0.71068,              0.7094,             0.40627,            0.028172,           0.0056765,            0.012008,           0.0095842,           0.0095842,           0.0095842
                 170,            0.022886,            0.011892,           0.0049916,              0.6982,             0.74584,             0.72817,             0.40016,            0.030441,           0.0049906,            0.013899,           0.0095817,           0.0095817,           0.0095817
                 171,            0.023967,            0.011953,           0.0042635,             0.70315,             0.73052,             0.77531,             0.44157,            0.029009,           0.0055645,             0.01102,           0.0095793,           0.0095793,           0.0095793
                 172,            0.022816,            0.012437,           0.0041005,             0.79382,              0.6896,             0.77085,             0.41263,            0.031631,           0.0052891,            0.022794,           0.0095768,           0.0095768,           0.0095768
                 173,            0.023339,            0.011924,           0.0044612,             0.69288,             0.72569,             0.75312,             0.43603,            0.027881,           0.0053444,           0.0084766,           0.0095743,           0.0095743,           0.0095743
                 174,            0.022949,            0.011991,           0.0039377,              0.6848,             0.62994,             0.69753,             0.41671,            0.027103,           0.0061274,            0.011006,           0.0095718,           0.0095718,           0.0095718
                 175,            0.022771,            0.011804,           0.0034817,             0.66725,             0.75676,             0.77108,             0.45573,            0.026411,           0.0054021,            0.010238,           0.0095694,           0.0095694,           0.0095694
                 176,             0.02172,            0.011837,           0.0034295,              0.7037,             0.73347,             0.75179,             0.42943,            0.028467,           0.0053856,            0.010021,           0.0095669,           0.0095669,           0.0095669
                 177,            0.022758,            0.011243,           0.0033702,             0.73503,             0.75523,             0.77843,             0.44289,            0.028016,           0.0053689,           0.0083937,           0.0095644,           0.0095644,           0.0095644
                 178,            0.023474,            0.011645,           0.0032816,             0.79575,             0.72369,             0.82115,             0.48319,            0.026552,           0.0050812,            0.005711,           0.0095619,           0.0095619,           0.0095619
                 179,            0.023248,            0.011341,           0.0034777,             0.74711,             0.72195,             0.78893,             0.48205,            0.025243,           0.0054038,           0.0074032,           0.0095595,           0.0095595,           0.0095595
                 180,            0.022431,            0.011422,           0.0037675,             0.72338,             0.74161,             0.75481,             0.43895,             0.03043,           0.0054419,            0.011938,            0.009557,            0.009557,            0.009557
                 181,            0.023082,            0.011565,           0.0035664,             0.72383,             0.70679,             0.76647,             0.43005,            0.028946,           0.0055287,            0.013251,           0.0095545,           0.0095545,           0.0095545
                 182,            0.021648,            0.011608,           0.0036757,             0.73451,             0.71382,             0.76426,             0.44784,             0.02873,           0.0052366,            0.009575,            0.009552,            0.009552,            0.009552
                 183,            0.022985,            0.011738,           0.0046556,              0.6332,             0.73019,             0.73688,             0.45878,            0.024841,           0.0056949,            0.010367,           0.0095496,           0.0095496,           0.0095496
                 184,            0.022931,            0.012031,           0.0047444,              0.6301,             0.71552,             0.64319,             0.35529,            0.029227,           0.0057402,            0.019526,           0.0095471,           0.0095471,           0.0095471
                 185,            0.022561,            0.011507,           0.0035279,               0.693,             0.68689,             0.70586,              0.4049,            0.028183,           0.0056751,            0.011559,           0.0095446,           0.0095446,           0.0095446
                 186,            0.022657,            0.012075,           0.0042155,             0.68594,             0.72115,             0.71558,             0.43527,            0.027965,           0.0058744,            0.010178,           0.0095421,           0.0095421,           0.0095421
                 187,            0.022155,            0.011296,           0.0044696,             0.71744,             0.69562,             0.70089,             0.39795,            0.028989,           0.0056703,            0.028253,           0.0095397,           0.0095397,           0.0095397
                 188,            0.022614,            0.011845,           0.0044151,             0.73361,             0.77228,             0.78393,              0.4331,            0.031124,           0.0051124,            0.013449,           0.0095372,           0.0095372,           0.0095372
                 189,            0.022658,            0.012267,           0.0042733,             0.69356,             0.72502,             0.71503,             0.38551,            0.031249,           0.0054245,            0.016841,           0.0095347,           0.0095347,           0.0095347
                 190,            0.023261,            0.011975,           0.0051979,             0.77409,             0.69381,             0.72909,             0.42699,            0.028433,           0.0055408,           0.0088114,           0.0095322,           0.0095322,           0.0095322
                 191,            0.022939,             0.01202,           0.0042207,             0.68766,             0.76671,             0.75397,              0.4169,            0.029947,           0.0054669,           0.0091347,           0.0095298,           0.0095298,           0.0095298
                 192,            0.023722,            0.011773,           0.0039451,             0.72979,             0.73664,             0.74192,             0.40505,            0.026664,           0.0057569,            0.011212,           0.0095273,           0.0095273,           0.0095273
                 193,            0.022768,            0.011989,           0.0044412,             0.73011,             0.68885,              0.7402,             0.41523,            0.027478,           0.0054796,            0.011817,           0.0095248,           0.0095248,           0.0095248
                 194,            0.022995,            0.011926,           0.0036367,             0.70842,              0.7667,             0.72879,             0.40033,            0.028546,           0.0056703,            0.010487,           0.0095223,           0.0095223,           0.0095223
                 195,            0.022481,            0.011712,           0.0041705,             0.70299,             0.72821,             0.76462,             0.44264,            0.024978,           0.0052407,            0.013927,           0.0095198,           0.0095198,           0.0095198
                 196,            0.022464,            0.011567,           0.0040124,             0.68235,             0.74621,             0.77246,             0.45281,            0.028537,           0.0053253,            0.013998,           0.0095174,           0.0095174,           0.0095174
                 197,            0.023561,            0.011433,           0.0039575,             0.67749,             0.74702,             0.71705,             0.41741,            0.025466,           0.0058353,            0.010759,           0.0095149,           0.0095149,           0.0095149
                 198,            0.023547,            0.011703,           0.0042364,             0.67709,             0.75543,             0.75641,             0.42535,            0.027925,            0.005852,           0.0065609,           0.0095124,           0.0095124,           0.0095124
                 199,            0.022083,            0.011987,           0.0044477,             0.71262,             0.76055,             0.78774,             0.42766,            0.029294,           0.0054259,           0.0090935,             0.00951,             0.00951,             0.00951
                 200,            0.023555,            0.011614,           0.0037291,             0.68465,              0.8018,              0.8168,              0.4721,            0.028459,           0.0053957,           0.0056156,           0.0095075,           0.0095075,           0.0095075
                 201,            0.022595,            0.011507,           0.0050819,             0.62012,             0.70402,             0.72233,             0.42202,             0.02515,           0.0057104,            0.010165,            0.009505,            0.009505,            0.009505
                 202,            0.022407,             0.01161,           0.0037943,             0.59883,             0.76083,             0.71517,             0.43052,            0.025224,           0.0056887,             0.01231,           0.0095025,           0.0095025,           0.0095025
                 203,            0.022735,            0.011942,           0.0039894,             0.74561,             0.67768,             0.76582,             0.44978,            0.026181,           0.0054345,            0.011196,              0.0095,              0.0095,              0.0095
                 204,            0.022457,            0.011262,           0.0038451,             0.75955,             0.73799,             0.74703,             0.43329,            0.029115,           0.0056636,            0.010456,           0.0094976,           0.0094976,           0.0094976
                 205,            0.022469,            0.011507,           0.0038642,             0.73089,             0.79162,              0.7755,             0.42448,            0.029361,           0.0053539,           0.0097504,           0.0094951,           0.0094951,           0.0094951
                 206,            0.022053,            0.011361,           0.0034086,             0.75946,             0.69255,             0.72296,             0.42484,            0.028076,           0.0059829,            0.027294,           0.0094926,           0.0094926,           0.0094926
                 207,            0.021455,            0.011259,           0.0030661,             0.67895,             0.61355,             0.64484,             0.38994,            0.026838,           0.0063639,            0.029244,           0.0094902,           0.0094902,           0.0094902
                 208,            0.021531,             0.01118,            0.003632,              0.7471,             0.64989,             0.69058,              0.3975,            0.026352,           0.0062928,            0.017512,           0.0094877,           0.0094877,           0.0094877
                 209,            0.022114,            0.011308,           0.0031227,             0.77991,             0.71695,             0.79319,             0.45267,            0.026911,           0.0057616,            0.013573,           0.0094852,           0.0094852,           0.0094852
                 210,            0.022181,            0.011365,           0.0036313,             0.67177,             0.70864,             0.76046,             0.43988,            0.028395,           0.0058024,            0.010289,           0.0094827,           0.0094827,           0.0094827
                 211,            0.022085,            0.011294,           0.0036421,             0.76523,             0.78433,             0.81897,             0.46867,            0.028083,           0.0058315,           0.0066161,           0.0094803,           0.0094803,           0.0094803
                 212,            0.022551,            0.011074,           0.0037015,             0.76229,             0.70899,              0.7728,             0.42139,            0.027419,           0.0060465,           0.0099323,           0.0094778,           0.0094778,           0.0094778
                 213,            0.022396,            0.011188,           0.0033956,             0.77313,             0.74558,              0.7956,             0.43824,            0.029789,           0.0060611,           0.0089287,           0.0094753,           0.0094753,           0.0094753
                 214,            0.022178,              0.0113,            0.003999,             0.69007,              0.7339,             0.76012,               0.434,            0.028852,           0.0059438,           0.0090666,           0.0094728,           0.0094728,           0.0094728
                 215,            0.022748,            0.011586,           0.0036427,             0.63198,              0.7307,             0.73737,             0.42189,            0.027593,           0.0056729,            0.011577,           0.0094704,           0.0094704,           0.0094704
                 216,            0.022338,            0.011575,           0.0048885,             0.70743,             0.71014,             0.72133,             0.41356,            0.026173,           0.0055535,            0.012041,           0.0094679,           0.0094679,           0.0094679
                 217,            0.021906,            0.011663,           0.0035968,             0.71584,             0.72116,             0.75857,             0.43289,            0.028354,           0.0054119,           0.0085204,           0.0094654,           0.0094654,           0.0094654
                 218,            0.022201,            0.011506,           0.0032964,             0.76782,             0.76956,              0.8335,             0.47072,             0.02848,           0.0055697,           0.0065208,           0.0094629,           0.0094629,           0.0094629
                 219,            0.022203,            0.011108,           0.0038645,             0.75217,             0.79255,              0.8283,             0.47491,            0.028979,           0.0053475,           0.0057199,           0.0094605,           0.0094605,           0.0094605
                 220,            0.022348,            0.011578,           0.0042576,              0.7301,             0.75154,             0.77116,             0.43562,            0.029625,           0.0053837,           0.0096848,            0.009458,            0.009458,            0.009458
                 221,            0.022605,            0.011806,             0.00551,             0.78025,             0.75803,             0.75803,             0.41254,            0.032085,             0.00545,           0.0094851,           0.0094555,           0.0094555,           0.0094555
                 222,            0.022922,            0.011997,           0.0046236,             0.74996,             0.77808,             0.77145,             0.42622,            0.030608,            0.005239,           0.0097436,            0.009453,            0.009453,            0.009453
                 223,             0.02201,             0.01191,           0.0042426,             0.75273,             0.81748,             0.79214,              0.4456,            0.028601,           0.0051315,           0.0093442,           0.0094506,           0.0094506,           0.0094506
                 224,            0.022746,            0.011206,           0.0039331,             0.78948,             0.75539,             0.79185,             0.43796,            0.028723,           0.0053413,           0.0084156,           0.0094481,           0.0094481,           0.0094481
                 225,            0.023173,            0.011708,           0.0040682,             0.70065,              0.8208,             0.79385,             0.45165,            0.028607,            0.005512,             0.01011,           0.0094456,           0.0094456,           0.0094456
                 226,            0.022016,            0.011359,           0.0037675,             0.74642,             0.79314,             0.82346,               0.465,            0.029329,           0.0052171,           0.0093387,           0.0094431,           0.0094431,           0.0094431
                 227,            0.022347,            0.011419,           0.0034337,             0.79361,              0.7803,             0.81479,             0.46824,            0.028874,           0.0054197,           0.0097373,           0.0094407,           0.0094407,           0.0094407
                 228,             0.02212,            0.010923,             0.00317,             0.74906,             0.80884,             0.80769,             0.48926,            0.027645,           0.0054543,           0.0078502,           0.0094382,           0.0094382,           0.0094382
                 229,            0.021783,            0.011121,           0.0031586,             0.67428,             0.84551,             0.78297,             0.45626,            0.028335,           0.0054467,           0.0091032,           0.0094357,           0.0094357,           0.0094357
                 230,            0.021581,             0.01075,           0.0029561,             0.70152,             0.79329,             0.75435,             0.44211,            0.026536,           0.0054786,            0.009795,           0.0094332,           0.0094332,           0.0094332
                 231,            0.020812,            0.011234,           0.0031503,             0.75523,             0.73149,             0.77887,             0.45245,            0.026141,           0.0051255,           0.0085547,           0.0094307,           0.0094307,           0.0094307
                 232,            0.021423,            0.011226,           0.0030894,             0.74339,             0.76542,             0.76497,             0.45588,            0.025561,           0.0054917,           0.0083659,           0.0094283,           0.0094283,           0.0094283
                 233,            0.021808,             0.01154,           0.0037995,             0.69979,             0.81043,             0.79043,             0.45506,            0.027502,           0.0052176,           0.0082342,           0.0094258,           0.0094258,           0.0094258
                 234,            0.021691,            0.011698,           0.0041797,             0.73819,             0.79036,             0.78944,             0.43213,            0.029425,           0.0050936,           0.0084955,           0.0094233,           0.0094233,           0.0094233
                 235,            0.021857,             0.01113,           0.0031996,             0.63797,             0.72955,             0.71942,             0.40622,            0.027473,           0.0055237,            0.011644,           0.0094208,           0.0094208,           0.0094208
                 236,             0.02217,            0.011413,           0.0038399,             0.66669,             0.75518,             0.73074,             0.43702,            0.026666,            0.005492,            0.010428,           0.0094184,           0.0094184,           0.0094184
                 237,            0.020782,            0.011447,           0.0038634,             0.66019,             0.79652,             0.75945,              0.4367,            0.027382,           0.0053885,           0.0095638,           0.0094159,           0.0094159,           0.0094159
                 238,            0.021566,            0.011222,           0.0030258,             0.73978,             0.71031,             0.79463,             0.47185,            0.027488,           0.0052626,            0.013889,           0.0094134,           0.0094134,           0.0094134
                 239,             0.02219,             0.01138,            0.003868,              0.6911,             0.80186,             0.81182,             0.46502,            0.027488,            0.005578,            0.012337,           0.0094109,           0.0094109,           0.0094109
                 240,            0.022155,            0.011485,           0.0037275,              0.7578,             0.77754,             0.83386,             0.50182,             0.02658,           0.0050862,           0.0082615,           0.0094085,           0.0094085,           0.0094085
                 241,            0.021333,            0.011097,           0.0032841,             0.70882,             0.82628,             0.79547,             0.49357,            0.026099,           0.0051253,           0.0092308,            0.009406,            0.009406,            0.009406
                 242,            0.022128,            0.011108,           0.0033895,              0.6905,              0.8163,             0.76509,             0.45412,            0.027999,           0.0052216,            0.010133,           0.0094035,           0.0094035,           0.0094035
                 243,            0.021476,            0.010732,           0.0034537,             0.72253,             0.75274,             0.79229,             0.47381,            0.026511,           0.0053709,            0.008212,            0.009401,            0.009401,            0.009401
                 244,            0.022182,             0.01118,           0.0043133,             0.75096,             0.79573,             0.83102,             0.49104,            0.028195,           0.0053573,           0.0060455,           0.0093986,           0.0093986,           0.0093986
                 245,            0.022165,            0.011171,           0.0038835,             0.72168,             0.79308,             0.82065,             0.48651,            0.027267,           0.0054772,           0.0089447,           0.0093961,           0.0093961,           0.0093961
                 246,            0.021756,            0.011278,           0.0036017,              0.7649,             0.66144,             0.77317,             0.46572,            0.025238,           0.0053256,            0.012005,           0.0093936,           0.0093936,           0.0093936
                 247,            0.021007,            0.011178,           0.0029466,             0.77927,             0.72466,             0.78743,             0.46029,            0.025549,           0.0049243,            0.031593,           0.0093912,           0.0093912,           0.0093912
                 248,            0.022161,            0.011509,           0.0038973,             0.78165,             0.69295,             0.78076,             0.46574,            0.026948,           0.0050321,            0.024185,           0.0093887,           0.0093887,           0.0093887
                 249,            0.021577,            0.011175,           0.0031532,             0.76575,             0.78386,             0.82322,             0.47887,            0.028553,           0.0049083,            0.011876,           0.0093862,           0.0093862,           0.0093862
                 250,            0.021327,            0.011086,           0.0034133,             0.76661,             0.75328,             0.80095,             0.45255,            0.029695,           0.0051541,           0.0078049,           0.0093837,           0.0093837,           0.0093837
                 251,             0.02217,            0.010644,            0.003437,              0.7688,             0.76915,             0.81307,             0.45664,            0.029334,            0.005404,            0.008202,           0.0093813,           0.0093813,           0.0093813
                 252,            0.022101,            0.011085,           0.0030421,              0.7149,             0.72581,             0.76725,             0.43603,            0.027202,           0.0055504,            0.015791,           0.0093788,           0.0093788,           0.0093788
                 253,            0.021493,            0.010961,           0.0032594,             0.71663,              0.6776,             0.72584,             0.42834,            0.024486,           0.0063527,            0.026133,           0.0093763,           0.0093763,           0.0093763
                 254,             0.02105,            0.010856,           0.0031111,             0.68463,              0.7787,             0.75681,             0.44693,            0.026033,           0.0054178,            0.014819,           0.0093738,           0.0093738,           0.0093738
                 255,             0.02188,            0.011347,            0.003297,             0.69352,              0.7278,             0.72794,             0.43144,            0.027393,           0.0052948,             0.01918,           0.0093714,           0.0093714,           0.0093714
                 256,            0.021075,            0.010981,           0.0029667,             0.76632,             0.74747,              0.7947,             0.46695,            0.027336,           0.0053127,            0.014432,           0.0093689,           0.0093689,           0.0093689
                 257,            0.020261,            0.010957,           0.0026573,             0.76885,             0.74784,             0.77493,             0.45635,            0.027237,           0.0053108,            0.015464,           0.0093664,           0.0093664,           0.0093664
                 258,             0.02138,            0.010712,           0.0026168,             0.76597,             0.73764,             0.78609,             0.47561,            0.027647,            0.005336,           0.0088634,           0.0093639,           0.0093639,           0.0093639
                 259,             0.02118,            0.010953,           0.0033222,             0.71734,             0.85008,             0.78225,             0.46233,            0.027514,           0.0054452,           0.0083639,           0.0093615,           0.0093615,           0.0093615
                 260,            0.020509,            0.011136,           0.0036909,             0.75174,             0.76353,             0.80359,             0.45392,            0.028466,           0.0055239,           0.0074266,            0.009359,            0.009359,            0.009359
                 261,            0.020588,            0.010931,           0.0029514,             0.82185,              0.7569,             0.82391,             0.45838,             0.02932,           0.0054412,           0.0056248,           0.0093565,           0.0093565,           0.0093565
                 262,            0.021552,            0.011028,           0.0026003,             0.76307,             0.76767,             0.81737,              0.4583,             0.02857,             0.00559,           0.0065231,            0.009354,            0.009354,            0.009354
                 263,            0.022048,            0.010697,           0.0034377,             0.77956,             0.75462,             0.80423,             0.45061,             0.02829,           0.0054615,            0.006545,           0.0093516,           0.0093516,           0.0093516
                 264,            0.022226,            0.011333,           0.0039229,             0.76757,             0.74937,              0.7817,             0.45999,             0.02877,           0.0052361,           0.0078107,           0.0093491,           0.0093491,           0.0093491
                 265,            0.021439,            0.011141,           0.0033266,              0.7561,             0.80277,             0.80823,             0.46436,            0.026723,           0.0054686,           0.0082197,           0.0093466,           0.0093466,           0.0093466
                 266,            0.021543,            0.011402,           0.0035197,             0.73806,             0.79269,              0.7919,              0.4626,            0.026743,            0.005271,            0.010516,           0.0093441,           0.0093441,           0.0093441
                 267,            0.021563,             0.01116,           0.0034787,             0.74076,             0.75009,             0.78702,             0.44501,            0.029917,           0.0051162,           0.0093945,           0.0093416,           0.0093416,           0.0093416
                 268,            0.020828,            0.011314,            0.003258,             0.70344,              0.8329,             0.83835,             0.47949,            0.028798,           0.0052006,           0.0065772,           0.0093392,           0.0093392,           0.0093392
                 269,            0.021601,            0.011258,           0.0036418,             0.71927,             0.82017,             0.80395,             0.47794,            0.027342,           0.0053155,           0.0074673,           0.0093367,           0.0093367,           0.0093367
                 270,            0.021013,            0.011347,           0.0028373,             0.77105,             0.80213,             0.83434,             0.50608,            0.026378,           0.0051868,           0.0074696,           0.0093342,           0.0093342,           0.0093342
                 271,             0.02106,            0.010915,           0.0027178,             0.74391,             0.82747,             0.82445,             0.50185,            0.025904,           0.0051649,           0.0091175,           0.0093317,           0.0093317,           0.0093317
                 272,            0.020782,             0.01064,           0.0025741,              0.7997,              0.7486,             0.83627,             0.48877,            0.027071,           0.0052245,            0.009922,           0.0093293,           0.0093293,           0.0093293
                 273,              0.0204,             0.01102,           0.0025209,              0.7675,             0.83856,             0.85367,             0.47767,            0.029084,           0.0054295,           0.0060516,           0.0093268,           0.0093268,           0.0093268
                 274,            0.021587,            0.010738,           0.0025773,             0.78109,             0.80885,             0.84822,             0.48828,            0.028763,           0.0054631,           0.0060252,           0.0093243,           0.0093243,           0.0093243
                 275,            0.021163,            0.011017,           0.0033423,             0.83097,             0.75085,             0.84625,              0.4937,            0.027685,           0.0054302,           0.0052314,           0.0093219,           0.0093219,           0.0093219
                 276,            0.020917,             0.01101,           0.0032476,              0.8059,             0.79518,             0.84062,             0.50045,            0.026697,           0.0051982,           0.0062044,           0.0093194,           0.0093194,           0.0093194
                 277,            0.021155,            0.010873,           0.0039639,             0.77335,             0.81426,              0.8377,             0.48725,            0.027965,           0.0051486,           0.0083416,           0.0093169,           0.0093169,           0.0093169
                 278,             0.02156,            0.011139,           0.0036731,             0.77847,             0.76604,             0.81584,             0.48104,             0.02776,           0.0050888,           0.0083525,           0.0093144,           0.0093144,           0.0093144
                 279,            0.021439,            0.010735,           0.0025984,              0.7303,             0.80314,             0.79327,             0.46938,            0.028818,           0.0049531,           0.0096346,           0.0093119,           0.0093119,           0.0093119
                 280,            0.020686,            0.010713,           0.0027509,             0.73591,             0.83419,             0.79612,             0.46681,            0.028397,           0.0050011,           0.0085756,           0.0093095,           0.0093095,           0.0093095
                 281,            0.020054,            0.010981,           0.0032165,             0.70927,             0.81421,             0.78014,             0.44966,            0.029849,            0.005022,           0.0090792,            0.009307,            0.009307,            0.009307
                 282,             0.02139,            0.010801,           0.0032886,             0.74252,             0.80249,             0.78896,             0.45955,             0.02925,           0.0049319,           0.0089029,           0.0093045,           0.0093045,           0.0093045
                 283,            0.021679,            0.011706,           0.0032483,             0.68343,              0.7784,             0.76099,             0.44093,            0.028588,           0.0051866,            0.011458,            0.009302,            0.009302,            0.009302
                 284,            0.021325,            0.010954,           0.0038067,             0.70498,             0.77597,             0.78344,             0.43562,            0.029397,            0.005199,             0.01102,           0.0092996,           0.0092996,           0.0092996
                 285,            0.021516,            0.010987,           0.0035851,             0.73813,             0.71438,             0.76596,             0.42957,            0.029671,           0.0053251,           0.0093401,           0.0092971,           0.0092971,           0.0092971
                 286,            0.020604,            0.011076,           0.0035039,             0.66693,             0.83765,             0.75476,             0.41224,            0.028681,           0.0053976,            0.010369,           0.0092946,           0.0092946,           0.0092946
                 287,            0.021626,            0.011108,           0.0034522,             0.73144,             0.83817,             0.79489,             0.42758,            0.029053,           0.0053387,            0.020866,           0.0092922,           0.0092922,           0.0092922
                 288,            0.020801,            0.010812,           0.0033454,             0.76122,             0.81908,             0.81695,             0.45611,             0.02884,           0.0051653,           0.0085007,           0.0092897,           0.0092897,           0.0092897
                 289,            0.020348,            0.010667,           0.0031626,             0.78298,             0.83019,             0.81797,             0.46992,            0.029102,           0.0050151,           0.0071795,           0.0092872,           0.0092872,           0.0092872
                 290,            0.020931,            0.010972,           0.0035177,             0.74738,             0.81844,             0.82272,             0.49364,             0.02724,           0.0049441,           0.0075421,           0.0092847,           0.0092847,           0.0092847
                 291,            0.021051,            0.010676,           0.0030093,             0.75045,             0.81298,             0.81511,             0.48284,            0.028103,           0.0051806,           0.0070755,           0.0092823,           0.0092823,           0.0092823
                 292,            0.021136,            0.010774,           0.0025978,             0.72063,             0.80657,             0.82241,             0.50602,            0.026948,           0.0050664,           0.0069121,           0.0092798,           0.0092798,           0.0092798
                 293,             0.02098,            0.010463,            0.003105,             0.70087,             0.78527,             0.79078,             0.48777,            0.026345,           0.0050328,           0.0082904,           0.0092773,           0.0092773,           0.0092773
                 294,            0.020276,              0.0104,           0.0027348,             0.69368,             0.76307,             0.76779,             0.48006,             0.02685,           0.0051215,           0.0081184,           0.0092748,           0.0092748,           0.0092748
                 295,            0.020266,            0.010561,             0.00222,               0.701,             0.78157,             0.78921,             0.48793,            0.026395,           0.0052667,           0.0082933,           0.0092724,           0.0092724,           0.0092724
                 296,            0.020076,            0.010552,             0.00298,             0.70717,             0.82443,              0.8037,              0.4864,            0.026652,           0.0052583,           0.0077537,           0.0092699,           0.0092699,           0.0092699
                 297,            0.019828,            0.010534,           0.0024448,             0.73018,             0.83403,             0.84117,             0.50006,            0.026569,           0.0052178,           0.0066876,           0.0092674,           0.0092674,           0.0092674
                 298,            0.021432,            0.010657,           0.0032608,             0.86231,             0.76573,             0.83675,             0.49806,            0.027462,           0.0053012,           0.0073374,           0.0092649,           0.0092649,           0.0092649
                 299,            0.020895,            0.010813,           0.0027396,             0.70606,             0.78752,              0.7899,             0.47818,            0.026234,           0.0054536,            0.011829,           0.0092625,           0.0092625,           0.0092625
                 300,            0.020832,            0.010577,           0.0034612,             0.73336,             0.79305,             0.78886,             0.47001,            0.026012,           0.0054965,            0.012514,             0.00926,             0.00926,             0.00926
                 301,            0.019972,            0.010477,           0.0022512,             0.71737,             0.79212,             0.80819,             0.47917,            0.026771,            0.005482,            0.018609,           0.0092575,           0.0092575,           0.0092575
                 302,            0.020201,            0.010567,           0.0032672,             0.77847,             0.70585,             0.80641,             0.47668,            0.027096,           0.0053151,            0.019799,            0.009255,            0.009255,            0.009255
                 303,            0.021092,            0.010581,           0.0028014,             0.70238,             0.79596,             0.81164,             0.46864,             0.02734,            0.005549,             0.01637,           0.0092526,           0.0092526,           0.0092526
                 304,            0.020358,            0.010614,           0.0026403,             0.80563,             0.79556,             0.82586,             0.48415,            0.027322,           0.0054088,            0.013462,           0.0092501,           0.0092501,           0.0092501
                 305,            0.020746,            0.010678,           0.0026194,             0.78348,             0.77822,             0.82469,              0.4752,            0.028348,           0.0053189,           0.0086924,           0.0092476,           0.0092476,           0.0092476
                 306,             0.02071,            0.010651,           0.0037909,             0.82369,             0.73839,             0.82523,             0.48991,             0.02889,           0.0052435,           0.0082426,           0.0092451,           0.0092451,           0.0092451
                 307,            0.020795,            0.010477,           0.0029533,             0.78672,             0.78608,             0.80912,             0.48808,            0.028956,           0.0052638,           0.0083811,           0.0092426,           0.0092426,           0.0092426
                 308,            0.020714,            0.010303,           0.0024566,             0.81324,             0.81737,             0.85078,             0.50698,            0.029296,           0.0052152,           0.0075716,           0.0092402,           0.0092402,           0.0092402
                 309,            0.021255,            0.010768,            0.003531,             0.83253,             0.81638,             0.84834,             0.52178,             0.02877,           0.0050473,             0.00741,           0.0092377,           0.0092377,           0.0092377
                 310,            0.021125,            0.010822,           0.0033638,             0.85612,             0.76398,             0.84655,             0.51591,            0.028407,           0.0051799,           0.0079358,           0.0092352,           0.0092352,           0.0092352
                 311,             0.02125,             0.01118,           0.0033647,             0.81573,              0.7983,             0.84126,             0.50334,            0.028571,           0.0051322,           0.0070252,           0.0092327,           0.0092327,           0.0092327
